"grid","year","severity","chs","low","mid","high","presumptive"
"standard",2017,"3","3",17,17,17,"stay"
"standard",2018,"3","3",17,17,17,"stay"
"standard",2019,"3","3",17,17,17,"stay"
"standard",2020,"3","3",17,17,17,"stay"
"standard",2002,"3","4",18,19,20,"commit"
"standard",2003,"3","4",18,19,20,"commit"
"standard",2004,"3","4",18,19,20,"commit"
"standard",2005,"3","4",17,19,22,"commit"
"standard",2006,"3","4",17,19,22,"commit"
"standard",2007,"3","4",17,19,22,"commit"
"standard",2008,"3","4",17,19,22,"commit"
"standard",2009,"3","4",17,19,22,"commit"
"standard",2010,"3","4",17,19,22,"commit"
"standard",2011,"3","4",17,19,22,"commit"
"standard",2012,"3","4",17,19,22,"commit"
"standard",2013,"3","4",17,19,22,"commit"
"standard",2014,"3","4",17,19,22,"commit"
"standard",2015,"3","4",17,19,22,"commit"
"standard",2016,"3","4",17,19,22,"commit"
"standard",2017,"3","4",17,19,22,"commit"
"standard",2018,"3","4",17,19,22,"commit"
"standard",2019,"3","4",17,19,22,"commit"
"standard",2020,"3","4",17,19,22,"commit"
"standard",2002,"3","5",20,21,22,"commit"
"standard",2003,"3","5",20,21,22,"commit"
"standard",2004,"3","5",20,21,22,"commit"
"standard",2005,"3","5",18,21,25,"commit"
"standard",2006,"3","5",18,21,25,"commit"
"standard",2007,"3","5",18,21,25,"commit"
"standard",2008,"3","5",18,21,25,"commit"
"standard",2009,"3","5",18,21,25,"commit"
"standard",2010,"3","5",18,21,25,"commit"
"standard",2011,"3","5",18,21,25,"commit"
"standard",2012,"3","5",18,21,25,"commit"
"standard",2013,"3","5",18,21,25,"commit"
"standard",2014,"3","5",18,21,25,"commit"
"standard",2015,"3","5",18,21,25,"commit"
"standard",2016,"3","5",18,21,25,"commit"
"standard",2017,"3","5",18,21,25,"commit"
"standard",2018,"3","5",18,21,25,"commit"
"standard",2019,"3","5",18,21,25,"commit"
"standard",2020,"3","5",18,21,25,"commit"
"standard",2002,"3","6",22,23,24,"commit"
"standard",2003,"3","6",22,23,24,"commit"
"standard",2004,"3","6",22,23,24,"commit"
"standard",2005,"3","6",20,23,27,"commit"
"standard",2006,"3","6",20,23,27,"commit"
"standard",2007,"3","6",20,23,27,"commit"
"standard",2008,"3","6",20,23,27,"commit"
"standard",2009,"3","6",20,23,27,"commit"
"standard",2010,"3","6",20,23,27,"commit"
"standard",2011,"3","6",20,23,27,"commit"
"standard",2012,"3","6",20,23,27,"commit"
"standard",2013,"3","6",20,23,27,"commit"
"standard",2014,"3","6",20,23,27,"commit"
"standard",2015,"3","6",20,23,27,"commit"
"standard",2016,"3","6",20,23,27,"commit"
"standard",2017,"3","6",20,23,27,"commit"
"standard",2018,"3","6",20,23,27,"commit"
"standard",2019,"3","6",20,23,27,"commit"
"standard",2020,"3","6",20,23,27,"commit"
"standard",2002,"4","0",12,12,12,"stay"
"standard",2003,"4","0",12,12,12,"stay"
"standard",2004,"4","0",12,12,12,"stay"
"standard",2005,"4","0",12,12,12,"stay"
"standard",2006,"4","0",12,12,12,"stay"
"standard",2007,"4","0",12,12,12,"stay"
"standard",2008,"4","0",12,12,12,"stay"
"standard",2009,"4","0",12,12,12,"stay"
"standard",2010,"4","0",12,12,12,"stay"
"standard",2011,"4","0",12,12,12,"stay"
"standard",2012,"4","0",12,12,12,"stay"
"standard",2013,"4","0",12,12,12,"stay"
"standard",2014,"4","0",12,12,12,"stay"
"standard",2015,"4","0",12,12,12,"stay"
"standard",2016,"4","0",12,12,12,"stay"
"standard",2017,"4","0",12,12,12,"stay"
"standard",2018,"4","0",12,12,12,"stay"
"standard",2019,"4","0",12,12,12,"stay"
"standard",2020,"4","0",12,12,12,"stay"
"standard",2002,"4","1",15,15,15,"stay"
"standard",2003,"4","1",15,15,15,"stay"
"standard",2004,"4","1",15,15,15,"stay"
"standard",2005,"4","1",15,15,15,"stay"
"standard",2006,"4","1",15,15,15,"stay"
"standard",2007,"4","1",15,15,15,"stay"
"standard",2008,"4","1",15,15,15,"stay"
"standard",2009,"4","1",15,15,15,"stay"
"standard",2010,"4","1",15,15,15,"stay"
"standard",2011,"4","1",15,15,15,"stay"
"standard",2012,"4","1",15,15,15,"stay"
"standard",2013,"4","1",15,15,15,"stay"
"standard",2014,"4","1",15,15,15,"stay"
"standard",2015,"4","1",15,15,15,"stay"
"standard",2016,"4","1",15,15,15,"stay"
"standard",2017,"4","1",15,15,15,"stay"
"standard",2018,"4","1",15,15,15,"stay"
"standard",2019,"4","1",15,15,15,"stay"
"standard",2020,"4","1",15,15,15,"stay"
"standard",2002,"4","2",18,18,18,"stay"
"standard",2003,"4","2",18,18,18,"stay"
"standard",2004,"4","2",18,18,18,"stay"
"standard",2005,"4","2",18,18,18,"stay"
"standard",2006,"4","2",18,18,18,"stay"
"standard",2007,"4","2",18,18,18,"stay"
"standard",2008,"4","2",18,18,18,"stay"
"standard",2009,"4","2",18,18,18,"stay"
"standard",2010,"4","2",18,18,18,"stay"
"standard",2011,"4","2",18,18,18,"stay"
"standard",2012,"4","2",18,18,18,"stay"
"standard",2013,"4","2",18,18,18,"stay"
"standard",2014,"4","2",18,18,18,"stay"
"standard",2015,"4","2",18,18,18,"stay"
"standard",2016,"4","2",18,18,18,"stay"
"standard",2017,"4","2",18,18,18,"stay"
"standard",2018,"4","2",18,18,18,"stay"
"standard",2019,"4","2",18,18,18,"stay"
"standard",2020,"4","2",18,18,18,"stay"
"standard",2002,"4","3",21,21,21,"stay"
"standard",2003,"4","3",21,21,21,"stay"
"standard",2004,"4","3",21,21,21,"stay"
"standard",2005,"4","3",21,21,21,"stay"
"standard",2006,"4","3",21,21,21,"stay"
"standard",2007,"4","3",21,21,21,"stay"
"standard",2008,"4","3",21,21,21,"stay"
"standard",2009,"4","3",21,21,21,"stay"
"standard",2010,"4","3",21,21,21,"stay"
"standard",2011,"4","3",21,21,21,"stay"
"standard",2012,"4","3",21,21,21,"stay"
"standard",2013,"4","3",21,21,21,"stay"
"standard",2014,"4","3",21,21,21,"stay"
"standard",2015,"4","3",21,21,21,"stay"
"standard",2016,"4","3",21,21,21,"stay"
"standard",2017,"4","3",21,21,21,"stay"
"standard",2018,"4","3",21,21,21,"stay"
"standard",2019,"4","3",21,21,21,"stay"
"standard",2020,"4","3",21,21,21,"stay"
"standard",2002,"4","4",23,24,25,"commit"
"standard",2003,"4","4",23,24,25,"commit"
"standard",2004,"4","4",23,24,25,"commit"
"standard",2005,"4","4",21,24,28,"commit"
"standard",2006,"4","4",21,24,28,"commit"
"standard",2007,"4","4",21,24,28,"commit"
"standard",2008,"4","4",21,24,28,"commit"
"standard",2009,"4","4",21,24,28,"commit"
"standard",2010,"4","4",21,24,28,"commit"
"standard",2011,"4","4",21,24,28,"commit"
"standard",2012,"4","4",21,24,28,"commit"
"standard",2013,"4","4",21,24,28,"commit"
"standard",2014,"4","4",21,24,28,"commit"
"standard",2015,"4","4",21,24,28,"commit"
"standard",2016,"4","4",21,24,28,"commit"
"standard",2017,"4","4",21,24,28,"commit"
"standard",2018,"4","4",21,24,28,"commit"
"standard",2019,"4","4",21,24,28,"commit"
"standard",2020,"4","4",21,24,28,"commit"
"standard",2002,"4","5",26,27,28,"commit"
"standard",2003,"4","5",26,27,28,"commit"
"standard",2004,"4","5",26,27,28,"commit"
"standard",2005,"4","5",23,27,32,"commit"
"standard",2006,"4","5",23,27,32,"commit"
"standard",2007,"4","5",23,27,32,"commit"
"standard",2008,"4","5",23,27,32,"commit"
"standard",2009,"4","5",23,27,32,"commit"
"standard",2010,"4","5",23,27,32,"commit"
"standard",2011,"4","5",23,27,32,"commit"
"standard",2012,"4","5",23,27,32,"commit"
"standard",2013,"4","5",23,27,32,"commit"
"standard",2014,"4","5",23,27,32,"commit"
"standard",2015,"4","5",23,27,32,"commit"
"standard",2016,"4","5",23,27,32,"commit"
"standard",2017,"4","5",23,27,32,"commit"
"standard",2018,"4","5",23,27,32,"commit"
"standard",2019,"4","5",23,27,32,"commit"
"standard",2020,"4","5",23,27,32,"commit"
"standard",2002,"4","6",29,30,31,"commit"
"standard",2003,"4","6",29,30,31,"commit"
"standard",2004,"4","6",29,30,31,"commit"
"standard",2005,"4","6",26,30,36,"commit"
"standard",2006,"4","6",26,30,36,"commit"
"standard",2007,"4","6",26,30,36,"commit"
"standard",2008,"4","6",26,30,36,"commit"
"standard",2009,"4","6",26,30,36,"commit"
"standard",2010,"4","6",26,30,36,"commit"
"standard",2011,"4","6",26,30,36,"commit"
"standard",2012,"4","6",26,30,36,"commit"
"standard",2013,"4","6",26,30,36,"commit"
"standard",2014,"4","6",26,30,36,"commit"
"standard",2015,"4","6",26,30,36,"commit"
"standard",2016,"4","6",26,30,36,"commit"
"standard",2017,"4","6",26,30,36,"commit"
"standard",2018,"4","6",26,30,36,"commit"
"standard",2019,"4","6",26,30,36,"commit"
"standard",2020,"4","6",26,30,36,"commit"
"standard",2002,"5","0",18,18,18,"stay"
"standard",2003,"5","0",18,18,18,"stay"
"standard",2004,"5","0",18,18,18,"stay"
"standard",2005,"5","0",18,18,18,"stay"
"standard",2006,"5","0",18,18,18,"stay"
"standard",2007,"5","0",18,18,18,"stay"
"standard",2008,"5","0",18,18,18,"stay"
"standard",2009,"5","0",18,18,18,"stay"
"standard",2010,"5","0",18,18,18,"stay"
"standard",2011,"5","0",18,18,18,"stay"
"standard",2012,"5","0",18,18,18,"stay"
"standard",2013,"5","0",18,18,18,"stay"
"standard",2014,"5","0",18,18,18,"stay"
"standard",2015,"5","0",18,18,18,"stay"
"standard",2016,"5","0",18,18,18,"stay"
"standard",2017,"5","0",18,18,18,"stay"
"standard",2018,"5","0",18,18,18,"stay"
"standard",2019,"5","0",18,18,18,"stay"
"standard",2020,"5","0",18,18,18,"stay"
"standard",2002,"5","1",23,23,23,"stay"
"standard",2003,"5","1",23,23,23,"stay"
"standard",2004,"5","1",23,23,23,"stay"
"standard",2005,"5","1",23,23,23,"stay"
"standard",2006,"5","1",23,23,23,"stay"
"standard",2007,"5","1",23,23,23,"stay"
"standard",2008,"5","1",23,23,23,"stay"
"standard",2009,"5","1",23,23,23,"stay"
"standard",2010,"5","1",23,23,23,"stay"
"standard",2011,"5","1",23,23,23,"stay"
"standard",2012,"5","1",23,23,23,"stay"
"standard",2013,"5","1",23,23,23,"stay"
"standard",2014,"5","1",23,23,23,"stay"
"standard",2015,"5","1",23,23,23,"stay"
"standard",2016,"5","1",23,23,23,"stay"
"standard",2017,"5","1",23,23,23,"stay"
"standard",2018,"5","1",23,23,23,"stay"
"standard",2019,"5","1",23,23,23,"stay"
"standard",2020,"5","1",23,23,23,"stay"
"standard",2002,"5","2",28,28,28,"stay"
"standard",2003,"5","2",28,28,28,"stay"
"standard",2004,"5","2",28,28,28,"stay"
"standard",2005,"5","2",28,28,28,"stay"
"standard",2006,"5","2",28,28,28,"stay"
"standard",2007,"5","2",28,28,28,"stay"
"standard",2008,"5","2",28,28,28,"stay"
"standard",2009,"5","2",28,28,28,"stay"
"standard",2010,"5","2",28,28,28,"stay"
"standard",2011,"5","2",28,28,28,"stay"
"standard",2012,"5","2",28,28,28,"stay"
"standard",2013,"5","2",28,28,28,"stay"
"standard",2014,"5","2",28,28,28,"stay"
"standard",2015,"5","2",28,28,28,"stay"
"standard",2016,"5","2",28,28,28,"stay"
"standard",2017,"5","2",28,28,28,"stay"
"standard",2018,"5","2",28,28,28,"stay"
"standard",2019,"5","2",28,28,28,"stay"
"standard",2020,"5","2",28,28,28,"stay"
"standard",2002,"5","3",31,33,35,"commit"
"standard",2003,"5","3",31,33,35,"commit"
"standard",2004,"5","3",31,33,35,"commit"
"standard",2005,"5","3",29,33,39,"commit"
"standard",2006,"5","3",29,33,39,"commit"
"standard",2007,"5","3",29,33,39,"commit"
"standard",2008,"5","3",29,33,39,"commit"
"standard",2009,"5","3",29,33,39,"commit"
"standard",2010,"5","3",29,33,39,"commit"
"standard",2011,"5","3",29,33,39,"commit"
"standard",2012,"5","3",29,33,39,"commit"
"standard",2013,"5","3",29,33,39,"commit"
"standard",2014,"5","3",29,33,39,"commit"
"standard",2015,"5","3",29,33,39,"commit"
"standard",2016,"5","3",29,33,39,"commit"
"standard",2017,"5","3",29,33,39,"commit"
"standard",2018,"5","3",29,33,39,"commit"
"standard",2019,"5","3",29,33,39,"commit"
"standard",2020,"5","3",29,33,39,"commit"
"standard",2002,"5","4",36,38,40,"commit"
"standard",2003,"5","4",36,38,40,"commit"
"standard",2004,"5","4",36,38,40,"commit"
"standard",2005,"5","4",33,38,45,"commit"
"standard",2006,"5","4",33,38,45,"commit"
"standard",2007,"5","4",33,38,45,"commit"
"standard",2008,"5","4",33,38,45,"commit"
"standard",2009,"5","4",33,38,45,"commit"
"standard",2010,"5","4",33,38,45,"commit"
"standard",2011,"5","4",33,38,45,"commit"
"standard",2012,"5","4",33,38,45,"commit"
"standard",2013,"5","4",33,38,45,"commit"
"standard",2014,"5","4",33,38,45,"commit"
"standard",2015,"5","4",33,38,45,"commit"
"standard",2016,"5","4",33,38,45,"commit"
"standard",2017,"5","4",33,38,45,"commit"
"standard",2018,"5","4",33,38,45,"commit"
"standard",2019,"5","4",33,38,45,"commit"
"standard",2020,"5","4",33,38,45,"commit"
"standard",2002,"5","5",41,43,45,"commit"
"standard",2003,"5","5",41,43,45,"commit"
"standard",2004,"5","5",41,43,45,"commit"
"standard",2005,"5","5",37,43,51,"commit"
"standard",2006,"5","5",37,43,51,"commit"
"standard",2007,"5","5",37,43,51,"commit"
"standard",2008,"5","5",37,43,51,"commit"
"standard",2009,"5","5",37,43,51,"commit"
"standard",2010,"5","5",37,43,51,"commit"
"standard",2011,"5","5",37,43,51,"commit"
"standard",2012,"5","5",37,43,51,"commit"
"standard",2013,"5","5",37,43,51,"commit"
"standard",2014,"5","5",37,43,51,"commit"
"standard",2015,"5","5",37,43,51,"commit"
"standard",2016,"5","5",37,43,51,"commit"
"standard",2017,"5","5",37,43,51,"commit"
"standard",2018,"5","5",37,43,51,"commit"
"standard",2019,"5","5",37,43,51,"commit"
"standard",2020,"5","5",37,43,51,"commit"
"standard",2002,"5","6",46,48,50,"commit"
"standard",2003,"5","6",46,48,50,"commit"
"standard",2004,"5","6",46,48,50,"commit"
"standard",2005,"5","6",41,48,57,"commit"
"standard",2006,"5","6",41,48,57,"commit"
"standard",2007,"5","6",41,48,57,"commit"
"standard",2008,"5","6",41,48,57,"commit"
"standard",2009,"5","6",41,48,57,"commit"
"standard",2010,"5","6",41,48,57,"commit"
"standard",2011,"5","6",41,48,57,"commit"
"standard",2012,"5","6",41,48,57,"commit"
"standard",2013,"5","6",41,48,57,"commit"
"standard",2014,"5","6",41,48,57,"commit"
"standard",2015,"5","6",41,48,57,"commit"
"standard",2016,"5","6",41,48,57,"commit"
"standard",2017,"5","6",41,48,57,"commit"
"standard",2018,"5","6",41,48,57,"commit"
"standard",2019,"5","6",41,48,57,"commit"
"standard",2020,"5","6",41,48,57,"commit"
"standard",2002,"6","0",21,21,21,"stay"
"standard",2003,"6","0",21,21,21,"stay"
"standard",2004,"6","0",21,21,21,"stay"
"standard",2005,"6","0",21,21,21,"stay"
"standard",2006,"6","0",21,21,21,"stay"
"standard",2007,"6","0",21,21,21,"stay"
"standard",2008,"6","0",21,21,21,"stay"
"standard",2009,"6","0",21,21,21,"stay"
"standard",2010,"6","0",21,21,21,"stay"
"standard",2011,"6","0",21,21,21,"stay"
"standard",2012,"6","0",21,21,21,"stay"
"standard",2013,"6","0",21,21,21,"stay"
"standard",2014,"6","0",21,21,21,"stay"
"standard",2015,"6","0",21,21,21,"stay"
"standard",2016,"6","0",21,21,21,"stay"
"standard",2017,"6","0",21,21,21,"stay"
"standard",2018,"6","0",21,21,21,"stay"
"standard",2019,"6","0",21,21,21,"stay"
"standard",2020,"6","0",21,21,21,"stay"
"standard",2002,"6","1",27,27,27,"stay"
"standard",2003,"6","1",27,27,27,"stay"
"standard",2004,"6","1",27,27,27,"stay"
"standard",2005,"6","1",27,27,27,"stay"
"standard",2006,"6","1",27,27,27,"stay"
"standard",2007,"6","1",27,27,27,"stay"
"standard",2008,"6","1",27,27,27,"stay"
"standard",2009,"6","1",27,27,27,"stay"
"standard",2010,"6","1",27,27,27,"stay"
"standard",2011,"6","1",27,27,27,"stay"
"standard",2012,"6","1",27,27,27,"stay"
"standard",2013,"6","1",27,27,27,"stay"
"standard",2014,"6","1",27,27,27,"stay"
"standard",2015,"6","1",27,27,27,"stay"
"standard",2016,"6","1",27,27,27,"stay"
"standard",2017,"6","1",27,27,27,"stay"
"standard",2018,"6","1",27,27,27,"stay"
"standard",2019,"6","1",27,27,27,"stay"
"standard",2020,"6","1",27,27,27,"stay"
"standard",2002,"6","2",33,33,33,"stay"
"standard",2003,"6","2",33,33,33,"stay"
"standard",2004,"6","2",33,33,33,"stay"
"standard",2005,"6","2",33,33,33,"stay"
"standard",2006,"6","2",33,33,33,"stay"
"standard",2007,"6","2",33,33,33,"stay"
"standard",2008,"6","2",33,33,33,"stay"
"standard",2009,"6","2",33,33,33,"stay"
"standard",2010,"6","2",33,33,33,"stay"
"standard",2011,"6","2",33,33,33,"stay"
"standard",2012,"6","2",33,33,33,"stay"
"standard",2013,"6","2",33,33,33,"stay"
"standard",2014,"6","2",33,33,33,"stay"
"standard",2015,"6","2",33,33,33,"stay"
"standard",2016,"6","2",33,33,33,"stay"
"standard",2017,"6","2",33,33,33,"stay"
"standard",2018,"6","2",33,33,33,"stay"
"standard",2019,"6","2",33,33,33,"stay"
"standard",2020,"6","2",33,33,33,"stay"
"standard",2002,"6","3",37,39,41,"commit"
"standard",2003,"6","3",37,39,41,"commit"
"standard",2004,"6","3",37,39,41,"commit"
"standard",2005,"6","3",34,39,46,"commit"
"standard",2006,"6","3",34,39,46,"commit"
"standard",2007,"6","3",34,39,46,"commit"
"standard",2008,"6","3",34,39,46,"commit"
"standard",2009,"6","3",34,39,46,"commit"
"standard",2010,"6","3",34,39,46,"commit"
"standard",2011,"6","3",34,39,46,"commit"
"standard",2012,"6","3",34,39,46,"commit"
"standard",2013,"6","3",34,39,46,"commit"
"standard",2014,"6","3",34,39,46,"commit"
"standard",2015,"6","3",34,39,46,"commit"
"standard",2016,"6","3",34,39,46,"commit"
"standard",2017,"6","3",34,39,46,"commit"
"standard",2018,"6","3",34,39,46,"commit"
"standard",2019,"6","3",34,39,46,"commit"
"standard",2020,"6","3",34,39,46,"commit"
"standard",2002,"6","4",43,45,47,"commit"
"standard",2003,"6","4",43,45,47,"commit"
"standard",2004,"6","4",43,45,47,"commit"
"standard",2005,"6","4",39,45,54,"commit"
"standard",2006,"6","4",39,45,54,"commit"
"standard",2007,"6","4",39,45,54,"commit"
"standard",2008,"6","4",39,45,54,"commit"
"standard",2009,"6","4",39,45,54,"commit"
"standard",2010,"6","4",39,45,54,"commit"
"standard",2011,"6","4",39,45,54,"commit"
"standard",2012,"6","4",39,45,54,"commit"
"standard",2013,"6","4",39,45,54,"commit"
"standard",2014,"6","4",39,45,54,"commit"
"standard",2015,"6","4",39,45,54,"commit"
"standard",2016,"6","4",39,45,54,"commit"
"standard",2017,"6","4",39,45,54,"commit"
"standard",2018,"6","4",39,45,54,"commit"
"standard",2019,"6","4",39,45,54,"commit"
"standard",2020,"6","4",39,45,54,"commit"
"standard",2002,"6","5",49,51,53,"commit"
"standard",2003,"6","5",49,51,53,"commit"
"standard",2004,"6","5",49,51,53,"commit"
"standard",2005,"6","5",44,51,61,"commit"
"standard",2006,"6","5",44,51,61,"commit"
"standard",2007,"6","5",44,51,61,"commit"
"standard",2008,"6","5",44,51,61,"commit"
"standard",2009,"6","5",44,51,61,"commit"
"standard",2010,"6","5",44,51,61,"commit"
"standard",2011,"6","5",44,51,61,"commit"
"standard",2012,"6","5",44,51,61,"commit"
"standard",2013,"6","5",44,51,61,"commit"
"standard",2014,"6","5",44,51,61,"commit"
"standard",2015,"6","5",44,51,61,"commit"
"standard",2016,"6","5",44,51,61,"commit"
"standard",2017,"6","5",44,51,61,"commit"
"standard",2018,"6","5",44,51,61,"commit"
"standard",2019,"6","5",44,51,61,"commit"
"standard",2020,"6","5",44,51,61,"commit"
"standard",2002,"6","6",55,57,59,"commit"
"standard",2003,"6","6",55,57,59,"commit"
"standard",2004,"6","6",55,57,59,"commit"
"standard",2005,"6","6",49,57,68,"commit"
"standard",2006,"6","6",49,57,68,"commit"
"standard",2007,"6","6",49,57,68,"commit"
"standard",2008,"6","6",49,57,68,"commit"
"standard",2009,"6","6",49,57,68,"commit"
"standard",2010,"6","6",49,57,68,"commit"
"standard",2011,"6","6",49,57,68,"commit"
"standard",2012,"6","6",49,57,68,"commit"
"standard",2013,"6","6",49,57,68,"commit"
"standard",2014,"6","6",49,57,68,"commit"
"standard",2015,"6","6",49,57,68,"commit"
"standard",2016,"6","6",49,57,68,"commit"
"standard",2017,"6","6",49,57,68,"commit"
"standard",2018,"6","6",49,57,68,"commit"
"standard",2019,"6","6",49,57,68,"commit"
"standard",2020,"6","6",49,57,68,"commit"
"standard",2002,"7","0",36,36,36,"stay"
"standard",2003,"7","0",36,36,36,"stay"
"standard",2004,"7","0",36,36,36,"stay"
"standard",2005,"7","0",36,36,36,"stay"
"standard",2006,"7","0",36,36,36,"stay"
"standard",2007,"7","0",36,36,36,"stay"
"standard",2008,"7","0",36,36,36,"stay"
"standard",2009,"7","0",36,36,36,"stay"
"standard",2010,"7","0",36,36,36,"stay"
"standard",2011,"7","0",36,36,36,"stay"
"standard",2012,"7","0",36,36,36,"stay"
"standard",2013,"7","0",36,36,36,"stay"
"standard",2014,"7","0",36,36,36,"stay"
"standard",2015,"7","0",36,36,36,"stay"
"standard",2016,"7","0",36,36,36,"stay"
"standard",2017,"7","0",36,36,36,"stay"
"standard",2018,"7","0",36,36,36,"stay"
"standard",2019,"7","0",36,36,36,"stay"
"standard",2020,"7","0",36,36,36,"stay"
"standard",2002,"7","1",42,42,42,"stay"
"standard",2003,"7","1",42,42,42,"stay"
"standard",2004,"7","1",42,42,42,"stay"
"standard",2005,"7","1",42,42,42,"stay"
"standard",2006,"7","1",42,42,42,"stay"
"standard",2007,"7","1",42,42,42,"stay"
"standard",2008,"7","1",42,42,42,"stay"
"standard",2009,"7","1",42,42,42,"stay"
"standard",2010,"7","1",42,42,42,"stay"
"standard",2011,"7","1",42,42,42,"stay"
"standard",2012,"7","1",42,42,42,"stay"
"standard",2013,"7","1",42,42,42,"stay"
"standard",2014,"7","1",42,42,42,"stay"
"standard",2015,"7","1",42,42,42,"stay"
"standard",2016,"7","1",42,42,42,"stay"
"standard",2017,"7","1",42,42,42,"stay"
"standard",2018,"7","1",42,42,42,"stay"
"standard",2019,"7","1",42,42,42,"stay"
"standard",2020,"7","1",42,42,42,"stay"
"standard",2002,"7","2",48,48,48,"stay"
"standard",2003,"7","2",48,48,48,"stay"
"standard",2004,"7","2",48,48,48,"stay"
"standard",2005,"7","2",48,48,48,"stay"
"standard",2006,"7","2",48,48,48,"stay"
"standard",2007,"7","2",48,48,48,"stay"
"standard",2008,"7","2",48,48,48,"stay"
"standard",2009,"7","2",48,48,48,"stay"
"standard",2010,"7","2",48,48,48,"stay"
"standard",2011,"7","2",48,48,48,"stay"
"standard",2012,"7","2",48,48,48,"stay"
"standard",2013,"7","2",48,48,48,"stay"
"standard",2014,"7","2",48,48,48,"stay"
"standard",2015,"7","2",48,48,48,"stay"
"standard",2016,"7","2",48,48,48,"stay"
"standard",2017,"7","2",48,48,48,"stay"
"standard",2018,"7","2",48,48,48,"stay"
"standard",2019,"7","2",48,48,48,"stay"
"standard",2020,"7","2",48,48,48,"stay"
"standard",2002,"7","3",51,54,57,"commit"
"standard",2003,"7","3",51,54,57,"commit"
"standard",2004,"7","3",51,54,57,"commit"
"standard",2005,"7","3",46,54,64,"commit"
"standard",2006,"7","3",46,54,64,"commit"
"standard",2007,"7","3",46,54,64,"commit"
"standard",2008,"7","3",46,54,64,"commit"
"standard",2009,"7","3",46,54,64,"commit"
"standard",2010,"7","3",46,54,64,"commit"
"standard",2011,"7","3",46,54,64,"commit"
"standard",2012,"7","3",46,54,64,"commit"
"standard",2013,"7","3",46,54,64,"commit"
"standard",2014,"7","3",46,54,64,"commit"
"standard",2015,"7","3",46,54,64,"commit"
"standard",2016,"7","3",46,54,64,"commit"
"standard",2017,"7","3",46,54,64,"commit"
"standard",2018,"7","3",46,54,64,"commit"
"standard",2019,"7","3",46,54,64,"commit"
"standard",2020,"7","3",46,54,64,"commit"
"standard",2002,"7","4",57,60,63,"commit"
"standard",2003,"7","4",57,60,63,"commit"
"standard",2004,"7","4",57,60,63,"commit"
"standard",2005,"7","4",51,60,72,"commit"
"standard",2006,"7","4",51,60,72,"commit"
"standard",2007,"7","4",51,60,72,"commit"
"standard",2008,"7","4",51,60,72,"commit"
"standard",2009,"7","4",51,60,72,"commit"
"standard",2010,"7","4",51,60,72,"commit"
"standard",2011,"7","4",51,60,72,"commit"
"standard",2012,"7","4",51,60,72,"commit"
"standard",2013,"7","4",51,60,72,"commit"
"standard",2014,"7","4",51,60,72,"commit"
"standard",2015,"7","4",51,60,72,"commit"
"standard",2016,"7","4",51,60,72,"commit"
"standard",2017,"7","4",51,60,72,"commit"
"standard",2018,"7","4",51,60,72,"commit"
"standard",2019,"7","4",51,60,72,"commit"
"standard",2020,"7","4",51,60,72,"commit"
"standard",2002,"7","5",63,66,69,"commit"
"standard",2003,"7","5",63,66,69,"commit"
"standard",2004,"7","5",63,66,69,"commit"
"standard",2005,"7","5",57,66,79,"commit"
"standard",2006,"7","5",57,66,79,"commit"
"standard",2007,"7","5",57,66,79,"commit"
"standard",2008,"7","5",57,66,79,"commit"
"standard",2009,"7","5",57,66,79,"commit"
"standard",2010,"7","5",57,66,79,"commit"
"standard",2011,"7","5",57,66,79,"commit"
"standard",2012,"7","5",57,66,79,"commit"
"standard",2013,"7","5",57,66,79,"commit"
"standard",2014,"7","5",57,66,79,"commit"
"standard",2015,"7","5",57,66,79,"commit"
"standard",2016,"7","5",57,66,79,"commit"
"standard",2017,"7","5",57,66,79,"commit"
"standard",2018,"7","5",57,66,79,"commit"
"standard",2019,"7","5",57,66,79,"commit"
"standard",2020,"7","5",57,66,79,"commit"
"standard",2002,"7","6",69,72,75,"commit"
"standard",2003,"7","6",69,72,75,"commit"
"standard",2004,"7","6",69,72,75,"commit"
"standard",2005,"7","6",62,72,86,"commit"
"standard",2006,"7","6",62,72,86,"commit"
"standard",2007,"7","6",62,72,84,"commit"
"standard",2008,"7","6",62,72,84,"commit"
"standard",2009,"7","6",62,72,84,"commit"
"standard",2010,"7","6",62,72,84,"commit"
"standard",2011,"7","6",62,72,84,"commit"
"standard",2012,"7","6",62,72,84,"commit"
"standard",2013,"7","6",62,72,84,"commit"
"standard",2014,"7","6",62,72,84,"commit"
"standard",2015,"7","6",62,72,84,"commit"
"standard",2016,"7","6",62,72,84,"commit"
"standard",2017,"7","6",62,72,84,"commit"
"standard",2018,"7","6",62,72,84,"commit"
"standard",2019,"7","6",62,72,84,"commit"
"standard",2020,"7","6",62,72,84,"commit"
"standard",2002,"8","0",44,48,52,"commit"
"standard",2003,"8","0",44,48,52,"commit"
"standard",2004,"8","0",44,48,52,"commit"
"standard",2005,"8","0",41,48,57,"commit"
"standard",2006,"8","0",41,48,57,"commit"
"standard",2007,"8","0",41,48,57,"commit"
"standard",2008,"8","0",41,48,57,"commit"
"standard",2009,"8","0",41,48,57,"commit"
"standard",2010,"8","0",41,48,57,"commit"
"standard",2011,"8","0",41,48,57,"commit"
"standard",2012,"8","0",41,48,57,"commit"
"standard",2013,"8","0",41,48,57,"commit"
"standard",2014,"8","0",41,48,57,"commit"
"standard",2015,"8","0",41,48,57,"commit"
